Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct
5996d2256b939900012d9f22,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,2.8669,4.0,0.1491,right,1.0652,1.0,2.5487,0.0,1
5996d2256b939900012d9f22,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,11.0648,3.0,3.0157,right,1.1449,2.0,1.332,1.0,1
5996d2256b939900012d9f22,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,3.4309,5.0,1.699,right,1.0836,2.0,0.9818,1.0,0
5996d2256b939900012d9f22,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,3.366,4.0,2.699,left,1.5447,6.0,0.9986,0.0,1
5996d2256b939900012d9f22,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,3.7164,2.0,2.2324,right,2.0989,2.0,1.315,2.0,1
5996d2256b939900012d9f22,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,3.0657,1.0,1.6489,right,0.818,1.0,1.3486,3.0,1
5996d2256b939900012d9f22,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,7.295,2.0,2.5489,right,2.0819,1.0,1.7318,2.0,1
5996d2256b939900012d9f22,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,2.9653,6.0,2.2655,left,9.3555,6.0,0.9819,2.0,0
5996d2256b939900012d9f22,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.7487,1.0,5.4488,right,28.3891,2.0,2.0484,3.0,0
5996d2256b939900012d9f22,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,0.8988,4.0,0.2492,right,1.2814,1.0,2.2819,0.0,1
5996d2256b939900012d9f22,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,1.3322,3.0,2.7992,right,1.811,3.0,3.5151,1.0,1
5996d2256b939900012d9f22,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,1.6657,2.0,2.4824,right,1.1112,2.0,1.3818,2.0,1
5996d2256b939900012d9f22,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,4.716,5.0,3.8653,left,1.1826,5.0,0.7822,1.0,1
5996d2256b939900012d9f22,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,1.5638,4.0,5.7821,right,1.0779,3.0,1.3817,0.0,1
5996d2256b939900012d9f22,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,1.0158,6.0,1.6155,right,2.2485,1.0,1.9986,2.0,1
5996d2256b939900012d9f22,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,20.6632,3.0,1.6992,left,0.9487,6.0,8.0816,1.0,0
5996d2256b939900012d9f22,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,2.5983,5.0,13.7314,right,4.0895,1.0,1.365,1.0,1
5996d2256b939900012d9f22,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,4.5973,6.0,1.8158,right,1.0769,2.0,1.6486,2.0,1
5996d2256b939900012d9f22,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,7.6493,2.0,2.0822,left,5.6165,7.0,1.715,2.0,1
5996d2256b939900012d9f22,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,1.1665,2.0,2.449,left,1.2491,6.0,0.9986,2.0,1
5996d2256b939900012d9f22,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,3.3827,2.0,1.9655,right,3.0175,1.0,1.3157,2.0,1
5996d2256b939900012d9f22,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,1.6328,4.0,2.0113,left,1.0489,5.0,0.8651,0.0,1
5996d2256b939900012d9f22,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,1.9994,4.0,0.416,left,1.1482,7.0,1.4154,0.0,1
5996d2256b939900012d9f22,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,2.3322,4.0,1.8991,left,2.078,6.0,0.7654,0.0,0
5996d2256b939900012d9f22,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,2.561,7.0,3.9989,right,1.1125,1.0,2.1648,3.0,1
5996d2256b939900012d9f22,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,3.6329,6.0,1.5158,left,1.9816,5.0,0.9321,2.0,1
5996d2256b939900012d9f22,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,2.8327,6.0,3.3988,left,0.5153,1.0,1.7652,2.0,0
5996d2256b939900012d9f22,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,5.6152,7.0,1.8323,right,1.0659,1.0,1.2486,3.0,1
5996d2256b939900012d9f22,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,2.0313,4.0,3.0988,left,1.0154,6.0,0.9652,0.0,1
5996d2256b939900012d9f22,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.2493,5.0,1.7992,left,0.9152,5.0,0.6652,1.0,1
5996d2256b939900012d9f22,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,1.2991,5.0,2.5989,right,0.994,1.0,1.1821,1.0,1
5996d2256b939900012d9f22,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,1.8661,7.0,1.8823,right,0.7656,1.0,1.8988,3.0,1
5996d2256b939900012d9f22,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,1.4653,5.0,2.0991,right,0.8281,3.0,0.7986,1.0,1
5996d2256b939900012d9f22,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,2.549,6.0,1.9825,right,0.8484,1.0,1.0488,2.0,1
5996d2256b939900012d9f22,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,1.1322,4.0,1.1492,left,1.3443,4.0,0.282,0.0,1
5996d2256b939900012d9f22,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,1.6454,4.0,2.3156,right,1.1313,3.0,0.8154,0.0,1
5996d2256b939900012d9f22,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,2.4498,1.0,2.0156,right,1.1098,1.0,0.8819,3.0,1
5996d2256b939900012d9f22,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,1.6146,1.0,2.0992,right,0.8485,1.0,1.4985,3.0,1
572f526c3c27e7000e0b8aaa,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,4.8639,7.0,4.9641,right,2.5741,1.0,4.4965,3.0,0
572f526c3c27e7000e0b8aaa,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,10.107,5.0,10.3344,left,2.1727,2.0,4.2795,1.0,1
572f526c3c27e7000e0b8aaa,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,9.72,6.0,5.4995,left,1.7931,3.0,3.194,2.0,0
572f526c3c27e7000e0b8aaa,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,6.3554,2.0,9.6322,left,1.7609,4.0,4.4801,2.0,1
572f526c3c27e7000e0b8aaa,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,7.6573,4.0,8.968,right,2.4332,2.0,6.818,0.0,1
572f526c3c27e7000e0b8aaa,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,6.1061,5.0,6.4163,right,3.2969,1.0,2.0122,1.0,1
572f526c3c27e7000e0b8aaa,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,5.1433,7.0,5.1678,right,4.1567,1.0,2.7284,3.0,1
572f526c3c27e7000e0b8aaa,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,5.8914,3.0,4.2485,left,1.7809,5.0,2.6625,1.0,1
572f526c3c27e7000e0b8aaa,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,6.0402,6.0,9.0503,left,1.9669,5.0,2.2622,2.0,1
572f526c3c27e7000e0b8aaa,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,9.0254,5.0,8.5835,right,2.1341,1.0,2.3962,1.0,1
572f526c3c27e7000e0b8aaa,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,8.358,4.0,5.7031,left,1.6782,4.0,2.6473,0.0,1
572f526c3c27e7000e0b8aaa,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,5.79,4.0,5.3488,left,1.3228,5.0,2.1936,0.0,0
572f526c3c27e7000e0b8aaa,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,8.5518,3.0,6.8481,right,1.9033,1.0,1.6813,1.0,1
572f526c3c27e7000e0b8aaa,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,5.0721,5.0,4.3318,left,1.4338,6.0,2.0794,1.0,1
572f526c3c27e7000e0b8aaa,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,8.4915,4.0,6.0178,right,3.5692,1.0,1.6789,0.0,1
572f526c3c27e7000e0b8aaa,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,5.8291,3.0,5.8821,right,1.6851,1.0,1.4127,1.0,1
572f526c3c27e7000e0b8aaa,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,8.7402,4.0,4.2306,left,1.5521,6.0,4.9469,0.0,0
572f526c3c27e7000e0b8aaa,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,5.8396,1.0,5.5823,left,1.7438,2.0,2.4678,3.0,0
572f526c3c27e7000e0b8aaa,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,5.3203,5.0,6.0147,right,4.0244,1.0,1.5085,1.0,1
572f526c3c27e7000e0b8aaa,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,3.5592,2.0,3.1316,left,1.4036,5.0,1.2124,2.0,1
572f526c3c27e7000e0b8aaa,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,9.1377,3.0,5.2669,left,1.3057,6.0,4.9851,1.0,1
572f526c3c27e7000e0b8aaa,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,8.6695,2.0,5.9657,right,2.2179,1.0,1.2811,2.0,1
572f526c3c27e7000e0b8aaa,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,8.9568,3.0,6.2867,right,1.534,2.0,4.6311,1.0,1
572f526c3c27e7000e0b8aaa,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,7.7449,2.0,7.2327,right,1.6867,1.0,1.7779,2.0,1
572f526c3c27e7000e0b8aaa,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,4.5536,3.0,5.0152,right,1.1853,1.0,1.2786,1.0,1
572f526c3c27e7000e0b8aaa,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,5.8866,4.0,5.7154,right,1.112,1.0,1.2786,0.0,1
572f526c3c27e7000e0b8aaa,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,9.2238,5.0,4.2149,right,5.7716,1.0,1.7119,1.0,1
572f526c3c27e7000e0b8aaa,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,6.7755,3.0,7.6832,right,1.1855,1.0,1.2286,1.0,1
572f526c3c27e7000e0b8aaa,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,5.9073,2.0,4.6313,right,2.6731,1.0,1.9768,2.0,1
572f526c3c27e7000e0b8aaa,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,5.4384,4.0,7.1353,left,1.4837,7.0,1.5788,0.0,1
572f526c3c27e7000e0b8aaa,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,7.5315,1.0,5.733,right,2.4977,1.0,1.9002,3.0,1
572f526c3c27e7000e0b8aaa,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,7.9468,2.0,3.4997,left,1.7671,6.0,2.3825,2.0,1
572f526c3c27e7000e0b8aaa,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,6.0509,3.0,5.3834,left,1.5776,3.0,2.4489,1.0,1
572f526c3c27e7000e0b8aaa,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,8.1019,3.0,7.0695,left,1.4928,2.0,1.5146,1.0,0
572f526c3c27e7000e0b8aaa,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,5.8495,4.0,5.9346,left,1.6277,4.0,6.6979,0.0,1
572f526c3c27e7000e0b8aaa,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,4.8982,4.0,3.5328,left,1.2281,2.0,5.3155,0.0,0
572f526c3c27e7000e0b8aaa,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,7.1513,2.0,2.8985,right,1.679,1.0,1.2817,2.0,1
572f526c3c27e7000e0b8aaa,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,4.7303,4.0,6.4834,right,1.5953,1.0,1.3968,0.0,1
572f526c3c27e7000e0b8aaa,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,4.398,5.0,5.1836,left,1.557,2.0,2.8319,1.0,1
572f526c3c27e7000e0b8aaa,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,3.7999,2.0,3.8165,left,1.4775,3.0,3.0983,2.0,1
572f526c3c27e7000e0b8aaa,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,5.448,5.0,5.2338,left,1.5213,2.0,3.7308,1.0,0
572f526c3c27e7000e0b8aaa,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,4.5816,2.0,4.5662,left,1.3978,2.0,2.3154,2.0,0
572f526c3c27e7000e0b8aaa,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,4.9357,5.0,5.6503,left,3.6983,2.0,4.8822,1.0,1
572f526c3c27e7000e0b8aaa,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,6.5972,5.0,4.5979,left,1.6125,5.0,3.1656,1.0,1
572f526c3c27e7000e0b8aaa,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.7159,3.0,5.4501,left,1.4526,2.0,2.3979,1.0,0
572f526c3c27e7000e0b8aaa,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,6.7674,6.0,3.0681,right,2.0626,1.0,1.2779,2.0,1
572f526c3c27e7000e0b8aaa,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,5.1331,3.0,6.1001,right,2.3974,1.0,1.381,1.0,1
572f526c3c27e7000e0b8aaa,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,3.5804,5.0,3.2327,left,2.4192,3.0,4.0472,1.0,1
572f526c3c27e7000e0b8aaa,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,4.1981,7.0,2.5158,left,2.1376,4.0,3.5499,3.0,0
572f526c3c27e7000e0b8aaa,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,11.1688,4.0,3.6161,right,1.7614,1.0,1.181,0.0,1
572f526c3c27e7000e0b8aaa,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,8.5194,3.0,3.416,right,1.8952,1.0,1.0819,1.0,1
572f526c3c27e7000e0b8aaa,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,5.7835,4.0,4.5838,left,1.556,1.0,2.5631,0.0,1
572f526c3c27e7000e0b8aaa,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,4.3182,4.0,5.935,left,1.2943,2.0,2.8817,0.0,1
572f526c3c27e7000e0b8aaa,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,7.008,4.0,3.9006,right,1.5921,1.0,1.214,0.0,1
572f526c3c27e7000e0b8aaa,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,6.6499,7.0,3.066,left,5.7002,2.0,5.583,3.0,0
572f526c3c27e7000e0b8aaa,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,4.8266,2.0,3.7665,left,2.0185,1.0,5.2153,2.0,0
572f526c3c27e7000e0b8aaa,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,4.9495,3.0,2.5991,right,2.4663,1.0,1.2146,1.0,1
572f526c3c27e7000e0b8aaa,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,15.1654,4.0,4.7001,right,1.4125,1.0,1.0446,0.0,1
572f526c3c27e7000e0b8aaa,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,8.4538,3.0,7.8184,right,1.4769,1.0,1.1807,1.0,1
572f526c3c27e7000e0b8aaa,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,10.5177,2.0,2.4158,right,2.4957,1.0,1.1156,2.0,1
572f526c3c27e7000e0b8aaa,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,4.5013,4.0,4.1979,left,1.8596,2.0,2.5487,0.0,1
572f526c3c27e7000e0b8aaa,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,7.4992,7.0,2.4832,right,5.071,1.0,1.9481,3.0,1
572f526c3c27e7000e0b8aaa,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,9.617,1.0,2.8325,left,3.7785,1.0,1.4811,3.0,0
572f526c3c27e7000e0b8aaa,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,6.8167,7.0,2.9347,left,1.6643,4.0,2.5655,3.0,1
572f526c3c27e7000e0b8aaa,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,7.116,4.0,6.1836,right,2.2329,1.0,1.3823,0.0,1
572f526c3c27e7000e0b8aaa,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,10.1855,3.0,3.1498,left,1.9051,2.0,2.5146,1.0,1
572f526c3c27e7000e0b8aaa,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,8.3145,6.0,3.8644,right,2.2276,1.0,1.1811,2.0,1
572f526c3c27e7000e0b8aaa,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,11.9849,3.0,7.7018,right,1.7967,1.0,1.1805,1.0,1
572f526c3c27e7000e0b8aaa,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,6.5026,4.0,5.7167,left,1.5327,3.0,1.4136,0.0,1
572f526c3c27e7000e0b8aaa,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,6.67,1.0,3.8142,left,1.2654,3.0,3.015,3.0,1
572f526c3c27e7000e0b8aaa,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,6.3825,7.0,2.9159,right,2.4118,1.0,1.0304,3.0,1
572f526c3c27e7000e0b8aaa,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,11.5846,4.0,3.7329,right,3.079,2.0,1.6481,0.0,1
572f526c3c27e7000e0b8aaa,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,16.6998,4.0,5.8503,left,3.1695,2.0,1.981,0.0,0
572f526c3c27e7000e0b8aaa,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,10.8879,4.0,8.0343,right,1.2937,1.0,1.0478,0.0,1
572f526c3c27e7000e0b8aaa,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,5.8977,3.0,2.6829,right,1.1566,1.0,1.0139,1.0,1
572f526c3c27e7000e0b8aaa,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,9.3018,6.0,2.266,left,1.8461,3.0,3.5009,2.0,0
572f526c3c27e7000e0b8aaa,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,4.7135,2.0,2.5149,left,1.33,3.0,2.1796,2.0,1
572f526c3c27e7000e0b8aaa,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,8.3213,5.0,4.65,left,1.6622,4.0,3.3488,1.0,1
572f526c3c27e7000e0b8aaa,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,5.5129,2.0,6.6671,right,1.2771,1.0,1.0643,2.0,1
572f526c3c27e7000e0b8aaa,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,3.5168,1.0,3.1828,right,1.3382,1.0,1.0475,3.0,1
572f526c3c27e7000e0b8aaa,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,4.8005,4.0,6.4502,left,1.1437,4.0,3.5483,0.0,1
572f526c3c27e7000e0b8aaa,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,13.1181,4.0,3.7823,right,1.3141,1.0,1.0638,0.0,1
572f526c3c27e7000e0b8aaa,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,5.3821,6.0,8.8843,right,1.6277,1.0,1.7983,2.0,1
572f526c3c27e7000e0b8aaa,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,5.8816,4.0,3.4166,right,1.9195,1.0,1.1307,0.0,1
572f526c3c27e7000e0b8aaa,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,7.9481,3.0,6.3503,left,3.1389,5.0,10.8814,1.0,1
572f526c3c27e7000e0b8aaa,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,3.3372,4.0,6.1508,left,1.7467,4.0,1.7314,0.0,1
572f526c3c27e7000e0b8aaa,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,6.4175,4.0,6.7338,right,1.2867,1.0,1.0458,0.0,1
572f526c3c27e7000e0b8aaa,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,5.8548,1.0,3.6169,right,2.0108,1.0,1.049,3.0,1
572f526c3c27e7000e0b8aaa,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,5.431,4.0,7.6006,right,1.6958,1.0,1.1304,0.0,1
572f526c3c27e7000e0b8aaa,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,7.348,4.0,5.2834,left,1.4283,3.0,3.5841,0.0,0
572f526c3c27e7000e0b8aaa,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,6.0699,3.0,5.7679,left,1.3457,4.0,3.6316,1.0,1
572f526c3c27e7000e0b8aaa,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,8.3502,4.0,4.7503,right,1.9808,1.0,1.1976,0.0,1
572f526c3c27e7000e0b8aaa,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,6.4547,4.0,4.2329,right,1.4957,1.0,1.0175,0.0,1
572f526c3c27e7000e0b8aaa,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,10.4037,6.0,3.7157,right,1.3322,1.0,1.5981,2.0,1
572f526c3c27e7000e0b8aaa,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,6.3487,2.0,3.1829,left,1.4112,4.0,2.3318,2.0,1
572f526c3c27e7000e0b8aaa,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,10.7678,2.0,6.1345,right,1.2695,1.0,1.0811,2.0,1
572f526c3c27e7000e0b8aaa,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,6.8738,4.0,6.2336,right,1.4273,1.0,1.2311,0.0,1
572f526c3c27e7000e0b8aaa,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,11.3833,2.0,2.8491,right,1.2824,1.0,1.0282,2.0,1
572f526c3c27e7000e0b8aaa,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.213,5.0,3.899,right,1.2636,1.0,0.9804,1.0,1
